AGE,TOT_LOAN,TOT_LOAN_CRD,LOAN_BNK,LOAN_CPT,CRDT_CNT,GUARN_CNT,INCOME,LOAN_CRD_CNT,LATE_RATE,LATE_RATE_1Y,INS_MON_MAX,CANCEL_CNT_1Y,CALL_TIME,TEL_COST_MON,MOBILE_PRICE,SUSP_DAY,LATE_TEL,COMB_COMM,SEX,PAY_METHOD,JOB,TARGET
40,6,6,0,0,2,0,3400,0,0,0,200,0,0,0,800,785,0,0,F,C,C,1
55,0,0,0,0,1,0,4600,0,31,20,390,0,0,0,900,84,290,0,M,C,C,1
30,45,3,42,0,1,0,3300,0,42,40,120,0,0,20,0,0,0,0,M,C,C,1
40,21,21,0,21,4,0,3600,0,15,20,30,0,0,10,0,52,10,0,F,C,C,1
50,12,12,0,0,1,0,4200,0,0,0,100,0,0.51,20,0,0,0,1,F,C,C,1
40,45,42,33,9,5,0,4600,0,1,0,790,0,0,10,0,0,10,0,F,C,C,1
40,147,147,0,0,0,0,4500,0,7,10,80,0,18.1,100,1100,420,190,0,F,C,C,1
50,18,18,0,18,2,0,4900,0,1,0,0,0,0,20,0,0,0,0,F,C,C,1
45,0,0,0,0,2,1,5400,0,0,0,70,0,0,10,0,0,10,0,F,C,C,1
35,12,12,0,12,1,0,4600,0,0,0,300,0,0,10,0,0,30,0,F,C,C,1
40,0,0,0,0,0,0,5200,0,17,10,150,0,0,10,0,94,20,0,M,C,C,1
35,6,0,0,6,3,0,4600,1,23,10,590,1,0,20,800,0,40,1,F,C,C,1
60,39,39,0,0,0,0,0,0,8,10,790,0,0,10,900,665,0,0,F,C,C,1
35,18,18,6,6,0,0,7200,0,2,0,790,0,0,10,900,161,10,0,M,C,C,1
45,60,45,12,18,6,0,3800,0,0,0,50,0,0.04,20,0,0,0,0,M,C,C,1
50,42,42,0,0,0,0,6200,0,18,0,40,0,0,20,0,0,0,0,M,C,C,1
50,18,18,0,0,0,0,4900,0,0,0,40,0,0,20,0,0,330,0,F,C,C,1
55,0,0,0,0,0,0,3900,0,0,0,140,0,0,40,900,330,40,0,F,C,C,1
50,6,0,3,3,5,0,2900,0,40,40,790,1,0,20,0,94,0,0,F,C,C,1
50,45,33,0,21,9,0,4800,0,1,0,300,0,0,10,0,0,20,0,F,C,C,1
50,87,87,0,0,3,0,6000,0,0,0,40,0,0,20,0,17,0,0,F,C,C,1
35,3,0,0,3,3,0,4500,0,24,20,230,0,0,10,300,0,90,0,M,C,C,1
40,3,0,0,3,4,0,5200,1,29,40,790,0,0,10,0,0,40,0,M,C,C,1
45,24,3,15,3,0,0,5200,0,0,0,390,0,0,10,0,835,0,0,M,C,C,1
50,3,3,0,0,0,2,6000,0,7,10,790,0,0.6,20,0,0,0,0,M,C,C,1
60,6,3,0,0,4,0,0,0,7,10,2990,0,0,20,300,88,60,0,F,C,C,1
45,12,12,0,12,1,0,5900,0,8,60,190,0,0,20,300,0,20,0,M,C,C,1
65,3,3,0,0,2,0,0,0,6,0,100,0,0,10,0,0,50,0,F,C,C,1
60,108,108,0,0,0,0,0,0,3,0,100,0,0,10,0,0,0,0,M,C,C,1
35,0,0,0,0,1,0,0,0,14,10,60,0,0,20,0,0,0,0,M,C,C,1
55,57,57,0,0,0,0,0,1,14,20,3990,1,0,20,300,0,20,0,M,C,C,1
60,3,0,0,3,1,1,0,0,3,0,30,0,0,30,0,0,0,0,F,C,C,1
65,96,63,0,0,1,0,0,0,7,0,260,0,0.29,20,300,0,0,0,F,C,C,1
50,27,27,3,6,6,0,5100,2,4,0,1990,0,0,20,0,0,0,0,F,C,C,1
50,3,0,3,0,0,0,4700,0,60,90,790,0,0.15,20,0,0,0,0,F,C,C,1
50,0,0,0,0,0,0,3500,0,9,20,340,0,0,30,0,0,40,0,F,C,C,1
60,21,21,3,0,2,0,7200,0,65,100,3990,0,0.79,20,0,0,10,1,F,C,C,1
60,9,0,9,0,2,0,0,0,13,0,300,0,0.42,40,200,0,0,1,F,C,C,1
45,3,0,0,3,3,0,6100,0,0,0,790,0,0,20,0,0,0,1,F,C,C,1
55,21,21,0,3,1,1,3100,0,19,0,110,0,0.55,40,300,0,0,1,F,C,C,1
45,9,0,0,9,5,0,3800,0,15,0,190,0,0.66,20,0,0,0,0,F,C,C,1
50,159,0,0,0,0,0,4700,0,3,20,490,0,0.8,20,0,0,0,1,F,C,C,1
40,15,9,9,3,0,0,0,0,6,20,190,1,0.9,20,0,37,0,1,F,C,C,1
40,108,27,0,12,3,0,5400,1,2,0,3990,0,0.82,20,0,0,0,0,F,C,C,1
45,15,3,9,6,1,0,3700,0,19,0,190,2,0.28,20,0,0,0,0,M,C,C,1
60,0,0,0,0,1,0,0,0,0,0,100,0,0,20,0,0,0,0,F,C,C,1
35,18,0,0,18,1,0,4100,0,0,0,230,0,0,20,0,520,0,0,M,C,C,1
60,15,15,15,0,1,0,2800,0,39,60,110,0,0,20,800,0,0,0,F,C,C,1
35,33,27,3,30,4,0,2900,0,0,0,230,0,0,30,900,0,30,0,F,C,C,1
45,12,0,0,0,0,0,3100,0,5,10,50,0,1.06,20,300,0,40,0,M,C,C,1
45,9,9,0,9,1,0,4800,0,10,20,340,0,0,30,300,0,0,0,F,C,C,1
55,51,39,0,30,4,0,0,0,2,0,60,0,1.37,30,0,0,0,0,F,C,C,1
40,0,0,0,0,0,0,3800,0,2,20,120,0,0,20,500,176,0,0,F,C,C,1
40,126,15,105,9,4,0,5600,0,18,0,260,0,0,20,0,0,20,0,F,C,C,1
50,6,6,6,0,0,1,5800,0,23,0,390,0,0,20,700,0,0,0,M,C,C,1
50,0,0,0,0,0,0,5300,0,1,10,160,0,0.37,20,0,0,0,0,F,C,C,1
55,54,0,0,0,0,0,2700,0,18,20,50,0,3.63,40,400,0,0,1,M,C,C,1
45,3,0,3,0,0,0,4800,0,8,0,260,0,0.27,20,0,0,0,1,M,C,C,1
50,24,24,0,24,1,0,0,1,0,0,230,0,20.5,20,0,0,0,0,F,C,C,1
55,21,0,0,0,0,1,4900,0,19,0,790,0,0,30,200,0,90,0,F,C,C,1
55,27,27,0,0,1,0,4700,1,22,40,200,0,3.04,20,0,0,0,0,F,C,C,1
40,21,21,0,12,1,0,4000,0,25,10,100,0,0,40,800,94,80,0,F,C,C,1
60,24,24,24,0,0,1,0,0,12,0,30,0,1.16,30,0,0,0,1,M,C,C,1
45,0,0,0,0,0,1,4400,0,31,0,200,0,0,20,0,820,0,0,M,C,C,1
55,12,12,6,0,4,2,4800,0,74,100,60,0,10.2,20,900,0,0,1,M,C,C,1
50,3,3,3,0,0,0,4900,0,3,10,490,0,7,30,0,0,0,0,M,C,C,1
50,0,0,0,0,0,0,3500,0,62,40,260,0,0.58,40,500,0,0,0,F,C,C,1
50,0,0,0,0,2,0,5000,0,42,40,190,0,0,20,0,0,0,0,F,C,C,1
50,6,6,0,0,0,0,4400,1,50,30,490,0,0,20,400,0,0,0,F,C,C,1
45,21,6,0,21,4,0,4500,0,81,100,80,0,0.92,20,0,0,0,0,F,C,C,1
55,3,3,3,0,1,0,3600,3,22,30,300,0,0,30,0,0,20,0,M,C,C,1
60,60,51,0,60,1,0,0,0,18,0,340,0,0.5,20,0,0,0,0,F,C,C,1
50,3,0,0,3,4,0,5400,0,6,0,0,0,0,20,0,0,0,0,F,C,C,1
45,27,27,21,6,5,1,4600,3,17,20,190,0,0,20,0,0,0,0,F,C,C,1
50,9,9,0,0,1,0,5300,0,17,20,2490,2,0,20,0,0,30,0,M,C,C,1
55,0,0,0,0,0,0,3900,0,62,100,1990,0,0,20,0,0,0,0,F,C,C,1
45,33,0,0,33,3,0,4300,1,13,0,150,0,0,20,0,565,0,0,M,C,C,1
50,6,6,6,0,1,0,6100,0,18,20,340,0,2.85,20,0,0,0,1,F,C,C,1
50,39,39,0,0,2,0,6100,0,29,0,590,0,10.5,20,0,22,0,0,M,C,C,1
40,21,21,21,0,0,0,4400,0,0,0,340,0,0,20,0,92,0,1,F,C,C,1
50,12,12,0,3,3,0,4800,0,15,10,140,0,0,20,500,0,50,0,F,C,C,1
20,9,9,0,0,0,0,4200,0,0,0,590,0,0.53,60,900,420,0,1,M,C,C,1
35,12,9,0,12,3,1,5400,0,0,0,590,0,0.5,80,300,0,0,1,M,C,C,1
40,48,39,0,33,5,0,4100,0,0,0,40,0,0,20,0,0,30,0,F,C,C,1
60,75,69,6,0,0,0,0,0,0,0,590,0,0.43,30,600,0,0,1,M,C,C,1
45,63,63,0,60,0,0,5200,0,11,10,1490,0,0.09,30,0,0,0,1,F,C,C,1
55,12,0,0,12,1,0,5000,0,36,30,300,1,1.04,20,0,0,0,0,M,C,C,1
45,6,0,0,6,1,0,3100,0,67,60,300,0,0,20,0,0,0,0,M,C,C,1
40,9,6,0,3,5,0,6100,0,3,0,990,0,0,20,0,0,20,0,M,C,C,1
50,15,6,0,6,4,0,5500,1,0,0,30,0,1.79,30,0,0,0,1,F,C,C,1
45,54,33,0,30,4,0,4600,0,30,0,110,0,0,20,0,0,0,0,F,C,C,1
35,144,135,135,9,8,0,4100,0,4,0,990,0,0,20,0,0,20,0,M,C,C,1
40,18,18,0,0,0,0,3600,0,3,0,300,0,8,20,0,0,0,0,M,C,C,1
50,66,45,21,0,3,3,4600,0,22,50,190,0,0.57,30,200,0,0,1,M,C,C,1
50,3,0,0,3,4,0,5800,0,1,0,260,0,0,20,0,0,0,0,F,C,C,1
25,12,12,0,9,0,0,3100,0,0,0,130,0,0,30,400,0,0,0,M,C,C,1
35,6,6,0,0,0,0,4100,0,41,50,200,0,0,20,0,153,0,0,M,C,C,1
35,3,0,0,3,1,0,4900,0,0,0,30,0,0,20,0,94,0,1,F,C,C,1
55,204,105,159,9,2,0,3400,0,53,20,190,0,1.32,30,1000,0,0,1,M,C,C,1
40,81,81,75,0,2,0,4000,0,5,20,1490,3,1.33,20,0,0,0,0,F,C,C,1
45,9,9,3,0,0,0,3800,0,3,0,0,0,0.13,20,0,0,0,0,M,C,C,1
40,21,21,0,6,4,0,4200,0,58,100,340,2,2.2,60,900,0,0,0,F,C,C,1
50,0,0,0,0,0,0,4000,1,3,0,300,0,5,30,0,0,0,1,M,C,C,1
55,24,0,0,24,5,0,4400,1,6,10,590,0,2.8,60,300,0,0,1,M,C,C,1
55,0,0,0,0,0,0,5400,2,2,10,1490,0,0.33,40,300,0,0,1,F,C,C,1
50,9,0,0,9,3,0,3900,0,31,30,340,0,1.39,30,800,0,0,1,F,C,C,1
55,0,0,0,0,1,0,3900,1,10,0,50,0,0.57,60,800,0,0,1,M,C,C,1
55,18,12,0,6,3,0,4600,1,15,0,200,0,1.11,40,900,0,0,1,F,C,C,1
50,0,0,0,0,0,0,4700,0,10,20,230,0,1.3,50,300,0,0,0,M,C,C,1
55,0,0,0,0,0,0,3100,0,4,0,80,0,0.87,30,0,0,0,1,F,C,C,1
40,12,12,0,0,1,0,3100,0,14,30,200,0,1.71,30,0,0,30,0,M,C,C,1
35,0,0,0,0,3,0,0,0,0,0,160,0,0.65,40,0,23,0,1,F,C,C,1
25,0,0,0,0,0,0,2900,0,0,0,100,0,1.48,40,600,0,0,0,M,C,C,1
45,9,6,6,3,2,0,4200,0,4,0,340,0,0,80,300,0,0,0,F,C,C,1
40,0,0,0,0,1,1,4200,0,5,0,190,0,0.62,40,500,0,0,0,M,C,C,1
30,6,6,0,6,0,0,3700,0,23,10,490,0,1.15,40,0,0,0,1,F,C,C,1
35,18,12,3,3,2,0,5200,2,68,30,390,0,0,50,500,0,0,0,F,C,C,1
60,9,9,0,0,0,0,0,0,9,0,490,1,0.47,30,0,0,0,1,M,C,C,1
45,159,138,111,18,1,0,2800,6,5,0,260,0,0.56,40,0,0,0,0,M,C,C,1
35,6,6,0,0,0,0,3800,1,39,30,100,0,3.28,50,500,1,50,0,F,C,C,1
30,0,0,0,0,1,0,3000,0,39,50,300,0,1.11,40,300,0,0,0,F,C,C,1
55,9,3,3,6,1,0,4600,0,26,10,1190,0,0.91,40,0,0,0,0,F,C,C,1
55,87,0,84,3,2,0,5900,0,0,0,60,0,1.57,40,0,0,30,0,F,C,C,1
50,24,24,24,0,0,0,4100,0,15,60,190,0,2.7,140,0,0,0,1,M,C,C,1
55,54,0,0,0,4,1,5000,1,30,10,790,0,1.06,80,900,0,0,1,F,C,C,1
50,15,15,0,0,0,0,5100,0,0,0,0,0,0,30,0,0,0,1,F,C,C,1
55,39,18,36,0,2,0,4600,0,54,10,790,0,1.15,50,400,0,0,1,F,C,C,1
40,99,6,0,6,1,1,3200,0,0,0,150,0,1.02,40,0,0,30,1,F,C,C,1
60,39,18,0,18,1,0,0,0,3,0,100,0,1.02,40,800,0,0,0,F,C,C,1
55,153,15,0,30,6,0,4700,1,34,0,300,0,0,40,800,0,0,0,F,C,C,1
50,3,3,0,3,0,0,4000,0,20,0,340,0,2.33,60,900,7,50,0,F,C,C,1
40,30,27,27,0,2,0,3600,0,45,20,590,0,1.63,60,900,0,0,0,F,C,C,1
45,3,3,0,0,0,0,4700,0,0,0,390,0,0.21,60,1000,0,0,1,F,C,C,1
55,3,3,0,0,0,0,4600,0,40,20,590,0,3.16,50,0,0,0,0,F,C,C,1
55,6,6,0,0,4,0,3900,1,13,10,1190,0,4.41,60,900,0,0,0,F,C,C,1
45,9,6,0,6,3,0,4200,0,0,0,260,0,0,30,0,0,0,0,F,C,C,1
60,39,0,0,0,2,0,0,2,4,10,80,0,1.01,40,500,0,0,0,F,C,C,1
45,6,0,0,6,2,0,3000,0,0,0,70,0,0.38,140,900,0,90,1,M,C,C,1
55,3,3,3,0,0,0,4500,0,1,0,230,0,1.09,50,800,0,0,0,M,C,C,1
45,12,6,0,12,0,0,5100,0,0,0,120,0,0.91,60,800,0,0,0,F,C,C,1
45,6,6,0,0,0,0,5500,0,1,0,390,0,0.35,50,600,0,0,1,F,C,C,1
55,0,0,0,0,0,0,6300,0,8,0,1190,0,0.64,30,0,0,0,1,F,C,C,1
55,12,3,0,12,5,0,3100,1,3,10,230,0,2.58,40,0,0,0,0,M,C,C,1
35,180,6,0,177,1,1,4900,0,28,50,110,0,27.4,40,0,480,0,0,F,C,C,1
30,165,69,33,93,3,0,4900,0,8,10,230,0,0.2,80,900,0,0,1,F,C,C,1
55,0,0,0,0,0,0,3900,2,13,0,490,0,0.63,50,300,0,0,1,F,C,C,1
40,24,21,6,15,3,0,5000,1,14,10,340,1,0.42,140,0,0,0,0,F,C,C,1
45,111,111,66,36,3,0,5600,2,9,30,6990,1,1.08,40,0,0,190,1,M,C,C,1
55,9,9,0,0,0,0,4900,0,13,0,230,0,0.62,50,500,0,0,0,F,C,C,1
55,54,0,54,0,0,0,3100,0,32,0,50,0,1.78,30,0,0,0,1,F,C,C,1
40,30,24,0,6,3,0,3700,0,2,0,190,0,0.59,30,0,0,0,0,F,C,C,1
30,6,6,0,0,0,0,3800,0,2,20,230,0,0,30,800,25,0,0,F,C,C,1
25,3,3,0,0,0,0,5000,0,5,10,190,0,0,440,0,0,480,0,F,C,C,1
45,0,0,0,0,0,0,5300,0,69,100,340,0,4.12,30,0,0,0,0,M,C,C,1
45,198,198,135,0,1,0,4100,0,29,0,190,0,1.48,40,900,0,0,1,M,C,C,1
60,884,0,0,0,0,0,4400,0,30,0,230,0,4.03,40,0,0,0,0,F,C,C,1
50,3,3,0,0,0,0,6500,0,2,0,1190,0,1.45,40,0,0,0,1,F,C,C,1
45,6,0,0,6,1,0,4700,1,35,30,590,0,1.43,30,0,0,0,0,F,C,C,1
55,75,57,21,51,6,0,5000,0,0,0,100,0,1.41,60,800,0,0,0,F,C,C,1
35,30,12,3,27,2,0,3600,0,2,0,120,0,1.57,70,0,0,0,1,F,C,C,1
50,9,9,0,0,5,2,4400,0,5,10,790,0,4.2,40,0,0,0,1,F,C,C,1
50,12,9,6,3,1,0,5100,0,18,10,490,0,1.63,50,900,0,0,1,F,C,C,1
45,0,0,0,0,0,0,0,2,4,0,0,0,2.5,240,0,0,0,0,F,C,C,1
55,0,0,0,0,0,0,4300,0,16,0,140,0,2.3,30,700,0,0,0,F,C,C,1
50,6,6,6,0,0,1,3400,0,9,0,120,0,1.56,40,0,0,0,0,M,C,C,1
60,120,0,0,0,2,0,4400,0,1,0,40,0,1.53,70,900,0,0,1,F,C,C,1
50,0,0,0,0,0,0,3300,1,35,30,790,0,0.64,30,0,0,0,0,F,C,C,1
25,0,0,0,0,2,0,4700,0,0,0,40,0,0,60,800,0,0,0,F,C,C,1
55,0,0,0,0,1,0,3500,0,0,0,100,0,0.91,50,600,0,0,0,F,C,C,1
35,69,15,51,0,1,0,3800,0,0,0,190,0,1.48,50,300,0,0,1,F,C,C,1
45,6,3,3,3,1,0,5500,3,2,10,110,0,0,60,0,0,40,1,F,C,C,1
55,27,27,15,0,3,5,4200,0,0,0,150,0,2.5,50,300,0,0,1,F,C,C,1
25,15,15,15,0,1,0,2900,0,29,30,340,1,0,50,700,0,0,0,F,C,C,1
50,6,6,0,6,1,0,4500,2,2,20,70,0,1.4,50,900,0,0,1,F,C,C,1
55,0,0,0,0,3,0,6300,0,12,0,0,0,0.39,50,500,0,0,1,F,C,C,1
50,3,0,0,3,3,0,4700,0,68,60,990,1,0.75,60,700,0,0,0,F,C,C,1
55,3,3,3,0,0,0,5000,1,20,0,300,0,1.52,60,900,0,50,0,M,C,C,1
50,9,9,0,6,2,0,4800,0,21,10,60,0,1.12,60,700,0,0,1,F,C,C,1
40,0,0,0,0,1,1,4000,0,6,0,30,0,0,40,400,0,0,1,M,C,C,1
45,18,0,0,0,0,0,4500,0,0,0,490,0,1.16,80,800,0,0,1,M,C,C,1
45,6,6,3,0,0,0,3900,0,2,0,40,0,1.5,50,500,0,0,1,F,C,C,1
50,3,3,0,0,1,0,3300,0,0,0,60,0,3.69,40,500,0,0,0,F,C,C,1
60,0,0,0,0,3,0,0,0,14,20,260,0,0.5,50,500,0,50,0,F,C,C,1
60,24,24,24,0,0,1,0,0,47,30,60,0,0.82,30,0,0,0,1,M,C,C,1
55,21,6,6,3,4,0,5600,0,0,0,40,0,3.73,50,400,0,0,0,F,C,C,1
35,0,0,0,0,0,0,3700,1,7,0,190,0,49.3,30,0,0,0,0,M,C,C,1
45,36,33,33,3,3,0,5000,0,40,40,490,0,1.13,30,0,0,0,1,M,C,C,1
50,15,15,0,0,0,0,3700,0,6,0,790,0,1.53,50,0,0,0,1,F,C,C,1
30,0,0,0,0,2,0,3700,1,0,0,590,0,0.69,60,300,0,0,1,F,C,C,1
50,6,3,0,6,1,0,4100,0,8,10,130,0,7.08,30,400,20,0,1,F,C,C,1
45,18,9,0,18,4,0,4000,0,2,0,190,0,1.85,30,700,0,0,0,F,C,C,1
60,9,9,0,0,0,1,0,0,24,40,80,0,0.79,40,0,0,0,0,F,C,C,1
35,0,0,0,0,1,0,7500,0,0,0,590,0,4.82,80,1000,0,70,1,M,C,C,1
40,12,0,0,12,3,0,6000,0,19,40,1990,0,0.13,100,0,0,0,1,F,C,C,1
60,9,9,0,0,0,0,3900,1,34,20,190,0,3.05,30,0,0,0,0,F,C,C,1
45,6,6,6,0,3,0,5200,0,6,0,60,0,0,30,900,0,30,0,M,C,C,1
35,3,3,0,0,1,0,3800,0,0,0,190,0,7.28,40,0,0,0,1,F,C,C,1
30,15,0,0,15,3,0,4100,0,0,0,140,0,19,80,0,0,0,0,F,C,C,1
45,60,57,51,9,3,0,5200,0,5,0,50,0,1.23,50,500,0,0,1,F,C,C,1
45,3,3,0,0,0,0,5500,0,0,0,0,0,1.57,40,1000,0,0,1,F,C,C,1
55,0,0,0,0,1,0,5600,0,15,10,130,0,0,40,400,0,330,0,F,C,C,1
60,15,6,0,6,2,0,4500,0,28,0,590,0,13,70,800,0,140,1,M,C,C,1
45,0,0,0,0,0,0,5100,0,0,0,50,0,2.88,40,1000,0,0,1,F,C,C,1
55,9,9,0,0,3,0,3400,0,33,20,190,0,2.09,40,300,0,0,1,F,C,C,1
55,66,42,42,21,1,0,6200,0,0,0,340,0,2.33,30,800,0,0,1,F,C,C,1
45,90,60,30,0,1,0,6100,0,4,10,2490,0,3.54,30,0,0,0,1,M,C,C,1
60,3,3,0,0,1,0,0,0,0,0,0,0,0.59,40,0,0,0,1,F,C,C,1
50,9,0,0,6,4,0,4000,0,2,0,120,0,0.83,70,900,0,0,1,F,C,C,1
55,9,9,0,6,2,0,3800,0,7,0,230,0,0,50,200,0,0,0,F,C,C,1
60,27,3,3,24,3,0,0,0,4,0,340,0,0,50,0,0,0,0,M,C,C,1
65,3,3,0,3,1,0,0,0,17,20,1190,0,0.07,280,800,0,180,0,F,C,C,1
35,147,27,0,21,2,0,4000,0,20,10,590,0,2.07,460,0,0,290,0,F,C,C,1
50,3,3,3,0,0,0,3500,0,0,0,50,0,0.77,60,600,35,0,0,F,C,C,1
50,162,150,135,0,5,0,4300,0,8,20,100,0,0.31,50,300,0,0,0,M,C,C,1
55,3,3,0,0,0,0,3600,0,27,30,390,1,0.54,40,300,2,0,1,F,C,C,1
60,0,0,0,0,2,0,3400,1,20,0,490,0,3.9,50,0,0,0,0,M,C,C,1
50,0,0,0,0,0,1,4500,0,1,20,50,0,1.36,50,300,0,0,0,F,C,C,1
60,228,228,0,0,0,0,3800,0,0,0,100,0,2.36,50,300,0,40,0,M,C,C,1
45,3,3,0,0,0,0,4700,1,6,0,80,0,2.14,50,500,0,0,0,F,C,C,1
45,18,18,15,3,1,0,5000,1,12,10,140,0,3.14,40,300,0,0,0,F,C,C,1
50,0,0,0,0,0,0,3700,0,48,0,190,0,1.64,50,300,0,0,0,F,C,C,1
40,9,9,0,0,0,0,4200,0,0,0,100,0,7.25,40,600,0,0,1,F,C,C,1
50,87,87,87,0,1,0,4800,0,0,0,90,0,1.37,120,900,0,50,1,M,C,C,1
40,45,42,30,0,3,0,5100,0,3,0,30,0,0.59,50,800,0,0,1,M,C,C,1
50,0,0,0,0,1,0,4900,1,50,60,340,0,0.63,40,0,0,0,0,M,C,C,1
55,24,12,0,12,9,1,7000,0,0,0,340,0,1.29,80,500,0,0,0,F,C,C,1
45,24,18,0,21,3,0,5000,0,0,0,390,0,0.17,40,0,0,0,1,F,C,C,1
30,3,3,0,0,0,0,5600,0,22,0,50,0,0,80,0,0,50,0,F,C,C,1
50,9,9,0,0,1,0,3100,0,25,30,490,1,0,70,800,0,0,1,F,C,C,1
60,0,0,0,0,4,0,6200,1,17,0,100,0,0,60,900,0,60,0,F,C,C,1
55,3,3,0,0,0,0,5300,0,5,0,490,1,0.92,40,0,0,0,0,F,C,C,1
55,18,3,0,0,0,0,5500,0,1,0,80,0,0,50,900,0,0,0,F,C,C,1
40,9,9,0,6,3,0,4400,1,6,0,300,0,0.16,40,0,0,0,1,F,C,C,1
55,63,54,24,33,3,0,3400,0,0,0,390,0,0.63,50,400,0,0,0,F,C,C,1
55,24,24,15,0,1,0,5300,0,3,0,390,0,0.58,40,0,0,0,1,M,C,C,1
55,15,9,0,3,1,0,4500,0,9,0,150,0,0.24,50,400,0,0,1,F,C,C,1
55,15,12,0,0,2,4,0,0,11,50,790,0,0.73,100,600,0,110,0,M,C,C,1
50,24,24,24,0,1,0,5100,1,12,0,150,0,1.47,60,600,0,0,0,F,C,C,1
55,12,12,0,0,0,0,3700,1,17,100,160,0,6.5,40,0,0,0,0,F,C,C,1
45,6,3,0,0,1,0,4300,0,7,0,0,0,1.62,50,900,0,0,0,M,C,C,1
55,90,63,69,12,4,0,4100,0,2,0,790,0,0.79,40,1000,20,0,1,M,C,C,1
45,30,30,0,12,5,0,5300,0,5,0,30,0,0.18,70,1000,0,0,0,F,C,C,1
45,0,0,0,0,3,0,4100,6,4,10,990,2,0.97,160,900,1,0,0,F,C,C,1
55,3,3,0,0,0,0,5000,0,8,0,110,0,0,50,0,0,0,0,F,C,C,1
45,0,0,0,0,1,0,4700,0,0,0,70,0,0.98,70,900,0,0,0,F,C,C,1
55,0,0,0,0,0,0,4200,0,10,20,60,0,4.76,60,400,0,0,1,F,C,C,1
55,0,0,0,0,0,1,4900,0,0,0,490,0,2.01,70,700,0,90,0,F,C,C,1
35,39,39,0,0,0,0,4900,0,12,30,590,0,0.26,80,900,0,110,1,M,C,C,1
50,21,21,0,6,7,0,5300,1,18,10,1190,0,0.67,80,900,0,0,1,F,C,C,1
50,63,0,0,0,2,0,5400,0,2,0,80,0,0,70,1000,0,0,0,F,C,C,1
50,0,0,0,0,0,0,3200,0,64,0,200,0,0.96,70,900,0,0,0,F,C,C,1
50,3,0,0,3,0,0,3600,0,12,30,490,0,1.04,40,1000,0,0,1,F,C,C,1
55,60,60,18,0,2,0,3500,0,11,0,130,0,0.74,50,1000,0,80,1,M,C,C,1
40,0,0,0,0,0,0,4300,0,16,20,100,0,1.76,50,0,0,0,0,F,C,C,1
50,18,12,0,15,1,0,5600,0,3,0,390,0,1.02,40,0,0,0,0,F,C,C,1
30,0,0,0,0,1,0,3800,0,0,0,200,0,0.56,60,0,1,0,0,F,C,C,1
45,6,6,6,0,0,0,3300,0,6,10,790,1,1.02,80,800,1,0,1,F,C,C,1
50,6,6,0,0,2,0,5200,0,8,30,590,0,0.66,50,300,0,0,0,M,C,C,1
40,6,0,0,0,1,0,3900,0,1,10,790,0,0,40,500,0,40,0,M,C,C,1
35,24,18,0,24,4,0,3300,0,0,0,140,0,0,50,0,0,0,0,F,C,C,1
45,336,12,9,18,4,0,3400,0,12,20,300,0,2.87,50,400,0,0,0,F,C,C,1
40,3,0,0,3,0,0,4400,0,32,20,390,0,0,40,0,0,0,0,F,C,C,1
55,6,6,6,0,2,0,4300,0,52,90,1190,1,1.42,50,600,0,0,0,F,C,C,1
35,3,3,3,0,0,0,5100,0,5,0,40,0,0.53,60,0,0,0,0,M,C,C,1
55,39,39,0,39,2,0,4900,0,0,0,390,0,1.09,160,400,0,160,0,F,C,C,1
50,33,12,9,24,2,0,5500,0,24,0,300,0,0.86,40,900,0,0,0,F,C,C,1
45,336,18,159,6,2,0,5400,0,9,0,70,0,1.4,50,300,0,50,0,M,C,C,1
40,18,18,0,18,1,0,0,0,0,0,80,0,0.62,70,0,0,0,0,F,C,C,1
45,18,18,0,18,2,0,5100,0,11,20,390,0,0.81,40,0,0,0,0,F,C,C,1
55,0,0,0,0,0,0,3600,0,42,30,110,0,1.22,50,0,0,0,0,F,C,C,1
45,192,27,162,18,3,0,2800,1,21,50,340,0,2.29,50,0,0,70,1,F,C,C,1
50,33,24,0,9,2,1,3500,0,1,0,1990,0,1.34,80,900,0,0,1,M,C,C,1
40,6,6,0,0,1,0,3700,0,56,90,1490,2,8.09,50,800,0,0,0,M,C,C,1
45,0,0,0,0,0,0,4900,0,41,20,100,0,3.05,140,900,0,0,0,F,C,C,1
60,3,0,0,3,1,0,4300,0,2,20,100,0,2.4,70,800,0,0,0,F,C,C,1
45,9,9,0,3,3,0,4800,0,0,0,790,0,0,50,300,0,50,0,F,C,C,1
40,24,21,0,24,4,0,4200,0,42,0,190,0,1.38,50,0,0,0,0,F,C,C,1
60,12,9,3,9,5,0,4800,0,8,100,50,0,1.18,50,0,0,0,0,F,C,C,1
40,3,3,3,0,1,0,4900,0,0,0,200,0,1.2,50,300,1,0,1,M,C,C,1
50,105,105,39,42,0,0,3900,0,3,30,230,0,4.06,80,800,0,0,1,M,C,C,1
50,57,0,0,0,0,0,4000,0,76,100,590,2,0,60,500,0,0,1,F,C,C,1
60,9,9,0,6,2,5,0,0,30,0,590,0,3.9,40,0,42,0,0,M,C,C,1
55,0,0,0,0,0,0,4500,0,0,0,30,0,1.15,70,0,0,0,0,F,C,C,1
55,0,0,0,0,0,3,7200,0,2,0,1490,0,0.54,50,0,1,60,0,F,C,C,1
50,48,0,48,0,0,0,4000,0,0,0,990,0,0.66,40,300,0,0,0,F,C,C,1
