annual_inc,bc_util,dti,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,total_acc,int_rate,home_ownership,term,TARGET
98000,95,15.56,1,0,0,617540,25100,20819,93.5,64,24.99,MORTGAGE, 60 months,1
42000,31.8,26.74,1,0,0,59897,3600,7412,95.2,21,17.86,RENT, 36 months,1
35000,32.9,2.62,1,0,0,32868,3000,4609,81,26,15.59,RENT, 36 months,0
104000,28.9,7.93,0,0,0,134331,52300,7847,100,24,7.49,RENT, 36 months,0
42000,44.3,16.71,0,0,0,112250,21300,10226,100,37,10.49,OWN, 60 months,1
47784,18.4,14.69,2,1,0,169886,2600,16284,92.9,18,17.86,MORTGAGE, 36 months,1
35000,86.9,8.3,1,0,0,16518,3800,1422,90,12,23.99,RENT, 60 months,1
32000,36.3,11.4,0,0,0,13750,2000,1553,100,7,16.49,RENT, 36 months,0
108000,79.3,12.47,2,0,0,78112,11000,10453,96.4,29,19.99,RENT, 60 months,1
69000,81.6,8.23,1,0,0,29541,9500,2475,80,15,15.99,MORTGAGE, 36 months,1
49000,29.4,22.58,0,0,0,233000,99100,8301,100,48,14.31,OWN, 60 months,1
120000,64.7,17.4,4,0,0,460884,16100,34015,80.6,32,20.99,MORTGAGE, 36 months,0
120000,90.5,26.6,0,0,0,112563,43500,4410,93.7,37,15.59,RENT, 36 months,1
42000,5.8,10.66,4,0,0,43400,28700,246,90,50,10.49,RENT, 36 months,0
63078,69.3,31.7,0,0,0,162418,15500,17934,100,28,15.99,MORTGAGE, 60 months,0
48000,97.3,36.93,3,0,0,224211,5600,15998,88.9,45,15.99,MORTGAGE, 36 months,1
52000,77.1,11.28,1,0,0,42499,10000,5021,88.9,18,17.86,RENT, 60 months,0
54000,27.8,13.22,1,0,0,60948,38700,2744,90.5,21,6.03,RENT, 36 months,0
27000,97.6,18.58,0,0,0,14307,1800,2786,100,4,16.49,RENT, 36 months,0
30000,3.2,1,0,0,0,190700,20700,52992,100,14,14.99,MORTGAGE, 60 months,0
40000,80.1,25.65,1,0,0,28183,10500,2584,80,15,9.49,RENT, 36 months,0
50000,3.9,12.63,0,1,0,58334,12900,1725,100,30,8.67,MORTGAGE, 36 months,0
32000,75,29.44,0,0,0,81797,2500,5975,90,20,19.24,OWN, 36 months,1
63000,69,23.69,1,0,0,325484,15400,18231,98.3,61,11.99,MORTGAGE, 36 months,1
64400,61.3,27.19,1,0,0,96919,9700,3895,95,20,19.99,RENT, 60 months,1
50000,84.5,32.33,5,0,0,73159,7300,5232,77.3,22,12.69,RENT, 36 months,0
46781,0.2,23.52,0,1,0,286482,11300,25730,100,28,13.99,MORTGAGE, 60 months,0
55000,25.3,27.12,0,0,0,78216,6700,7480,94.4,18,21.67,RENT, 60 months,0
1.00E+05,69.1,16.55,0,0,0,172294,40200,8621,97.6,41,16.55,RENT, 36 months,1
65500,0.5,17.96,0,1,1,50989,2600,2770,93.3,21,19.52,RENT, 36 months,0
70000,12.1,10.61,0,0,0,62600,45500,1416,97.8,46,7.89,OWN, 36 months,0
88400,41.4,9.12,2,0,0,38248,4900,5036,80,10,16.99,RENT, 36 months,0
51000,87.1,23.15,1,0,0,192700,7400,17385,77.8,27,18.84,MORTGAGE, 60 months,0
55500,67.5,8.17,0,1,0,22445,7500,1863,95.7,28,9.17,RENT, 36 months,0
222000,58.2,16.68,0,0,0,363383,44700,14935,100,38,10.99,MORTGAGE, 36 months,0
76000,65.1,11.51,3,0,0,84018,10000,5767,88.6,47,16.99,RENT, 60 months,0
62000,29.7,10.61,0,0,0,183600,28900,22153,100,14,7.89,MORTGAGE, 36 months,0
87000,23,7.38,0,1,0,176330,7600,25585,100,11,15.61,MORTGAGE, 36 months,0
80000,97.8,21.3,0,0,0,69007,5500,7632,100,11,16.55,RENT, 60 months,1
45000,46,22.21,0,0,0,54842,10500,2388,90,40,12.69,RENT, 36 months,0
103000,57,33.29,0,0,0,185510,158610,6682,97,34,19.52,RENT, 60 months,1
32282,74.8,22.49,0,0,0,62896,19300,5734,97.1,35,20.49,RENT, 60 months,1
50700,98.6,26.86,0,0,0,60540,6200,5020,100,24,22.99,RENT, 60 months,1
35000,3.6,2.95,4,0,0,22600,18000,147,75,24,16.99,RENT, 36 months,0
50000,98.2,33.7,0,0,0,151743,4000,19873,100,25,15.61,MORTGAGE, 36 months,0
63000,96.6,23.58,0,0,0,76313,28300,5174,94.7,19,12.29,RENT, 36 months,0
50000,83.1,21.53,0,0,0,231952,6200,12116,91.5,48,9.99,RENT, 36 months,0
1.00E+05,75.7,20.11,0,0,0,524152,19300,28865,100,32,9.99,MORTGAGE, 36 months,0
85000,3.9,8.34,0,0,0,368159,32500,29823,100,23,6.39,MORTGAGE, 36 months,0
270000,88.4,8.94,0,0,0,137618,60200,7291,100,28,17.57,RENT, 36 months,0
41000,68.2,15.49,1,1,0,134033,4600,13553,88.9,22,14.65,MORTGAGE, 36 months,0
34000,94.7,10.84,0,0,0,17900,3100,1283,88.9,18,12.69,RENT, 36 months,1
75000,96.8,19.57,0,0,0,51382,2800,2084,100,21,21.67,OWN, 36 months,0
28000,82.7,8.32,0,0,0,14450,3000,745,100,11,12.29,OWN, 36 months,0
70000,9.6,20.09,1,0,0,123822,13300,8340,95.1,65,8.18,RENT, 36 months,0
145000,25.8,13.79,0,1,0,392039,11300,37927,95.7,24,7.89,MORTGAGE, 36 months,0
133000,71.3,13.8,1,0,0,237607,7600,21330,88.9,47,18.84,OWN, 36 months,0
65000,82.3,19.48,0,1,0,179337,4300,15781,85.7,14,8.18,MORTGAGE, 36 months,0
88000,88.9,16.57,0,0,0,333480,32700,30364,96.2,26,17.86,MORTGAGE, 60 months,1
72000,56.5,14.6,0,0,0,373452,42200,15915,97.7,43,13.33,MORTGAGE, 36 months,0
65000,38,19.35,0,0,0,26223,3050,2270,90,20,17.57,RENT, 36 months,0
50000,84.1,34.14,0,0,0,78298,5300,7931,92.3,13,12.69,OWN, 36 months,0
72000,0,11.75,2,0,0,274258,8300,28406,94.3,36,18.84,MORTGAGE, 60 months,1
119000,72.8,17.24,0,0,0,273711,9000,16424,95.8,24,18.25,MORTGAGE, 60 months,0
65000,39.8,22.76,0,0,0,67076,38600,2814,94.7,20,17.86,OWN, 36 months,1
45000,74.3,18.91,2,0,0,26800,12800,3096,83.3,24,19.52,MORTGAGE, 60 months,0
130000,72.9,11.24,2,1,0,72890,22500,3192,90.8,74,16.99,OWN, 36 months,0
102000,33.8,10.87,0,1,0,101093,10300,6222,100,36,9.17,RENT, 60 months,0
53000,68.1,26.56,1,0,0,135750,9000,11114,86.4,22,18.25,MORTGAGE, 36 months,0
75000,43.6,25.17,0,0,0,195172,19800,14521,85.7,14,6.92,MORTGAGE, 36 months,0
41000,63,25.29,0,0,0,212520,34200,30291,100,16,8.18,MORTGAGE, 36 months,0
109000,65.6,5.56,0,0,0,28001,5000,1889,100,13,18.25,RENT, 36 months,0
53000,95,21.85,1,0,0,155123,5000,7077,96.9,32,17.57,MORTGAGE, 60 months,1
89700,25,19.22,1,0,0,90732,46300,3052,85.7,21,6.68,RENT, 36 months,0
56000,78.3,38.15,0,0,0,286901,38100,15217,78.6,28,13.33,RENT, 60 months,0
145000,34,14.38,0,0,0,358581,63300,7607,94.8,58,9.17,MORTGAGE, 36 months,0
51000,38.3,16.54,0,0,0,27691,0,5693,94.7,21,10.99,RENT, 36 months,0
65000,18.1,30.82,0,0,0,515944,70500,22732,96.9,33,12.69,MORTGAGE, 36 months,0
75000,39.7,16.77,1,0,0,528551,20000,27464,97.2,36,11.53,MORTGAGE, 60 months,0
185000,65.4,25.26,0,1,0,499883,9000,77820,100,17,12.29,MORTGAGE, 36 months,0
52000,98.8,6.76,0,0,0,65353,2500,4389,100,44,12.69,RENT, 36 months,1
33000,91.7,37.84,1,0,0,42378,1700,2040,88.5,26,18.25,MORTGAGE, 36 months,1
48500,66,19.25,1,0,0,240138,14000,15395,100,26,6.92,MORTGAGE, 36 months,0
68000,32.2,18.71,0,0,0,291056,4500,37564,78.6,14,12.29,MORTGAGE, 60 months,0
69750,52.7,18.96,0,0,1,163545,45100,10692,100,22,11.53,MORTGAGE, 36 months,0
66000,2.7,7,0,0,0,56234,28500,2239,84.6,13,11.53,RENT, 36 months,0
50000,67.9,16.61,0,1,0,35709,18700,3352,100,17,12.69,RENT, 36 months,1
72022,69.6,13.56,0,0,0,252945,35500,26861,88.5,26,12.69,MORTGAGE, 60 months,0
42000,61.7,20.71,1,1,0,53605,26600,5480,92.3,23,7.89,OWN, 36 months,0
82000,41,12.62,0,0,0,46475,10975,4129,100,17,12.69,OWN, 36 months,0
60000,69.9,24.34,0,0,0,173612,25000,11613,100,25,13.99,MORTGAGE, 60 months,1
55000,41.3,14.4,8,0,0,40474,7900,1940,51.4,36,8.18,RENT, 36 months,1
46000,65.9,11.51,0,0,0,30000,8500,2188,100,25,11.53,RENT, 36 months,0
110000,91.6,10.43,0,0,0,41077,5800,6867,92.9,15,12.29,RENT, 36 months,1
65000,100.9,12.78,0,0,0,39300,14900,3120,100,31,23.99,RENT, 60 months,0
107000,62.3,18.02,0,0,0,363032,55300,8158,100,60,9.99,MORTGAGE, 36 months,1
72000,56.2,23.68,3,2,0,89574,10600,6425,91.9,40,24.5,RENT, 60 months,1
81000,13.7,1.54,11,0,0,295161,6000,22612,76.6,66,16.99,MORTGAGE, 36 months,0
96460,89.5,12.95,0,0,0,85000,35000,20146,100,7,9.99,OWN, 60 months,0
3.00E+05,53.3,17.53,1,0,0,173715,11700,8555,93.3,48,13.99,RENT, 36 months,0
65000,92.8,16.88,1,0,0,37581,7000,1965,87.5,32,12.69,OWN, 36 months,0
30000,60.7,13.2,0,0,0,21900,15400,1254,92.3,26,10.99,OWN, 36 months,1
69000,8.4,14.26,0,0,0,184186,50300,10735,96,25,10.99,RENT, 36 months,0
34000,5.6,29.23,0,0,0,69871,15600,3307,83.3,18,11.53,MORTGAGE, 36 months,0
48000,43.1,11.4,0,1,0,46536,10000,1483,96.7,36,16.99,RENT, 36 months,0
120000,0,9.32,1,0,0,89454,32000,3062,96,25,13.33,MORTGAGE, 36 months,0
55000,77.1,10.87,1,0,0,31867,23000,811,96.8,33,20.49,RENT, 60 months,0
88000,57.9,7.47,1,0,0,267662,17400,17609,90,22,18.25,MORTGAGE, 60 months,0
120000,85.6,31.57,0,0,0,417483,53700,22323,100,24,16.99,MORTGAGE, 36 months,0
125000,99.5,17.76,1,0,0,536970,8100,45755,95.5,22,14.65,MORTGAGE, 36 months,0
60000,71.3,15.54,0,1,0,211103,10800,13186,95.5,22,14.65,OWN, 60 months,0
32448,44,29.39,0,0,0,220005,26600,15365,100,17,13.99,MORTGAGE, 36 months,0
83000,88,16.12,1,0,0,183400,12900,6830,84.2,19,6.92,MORTGAGE, 36 months,0
76400,98.7,25.38,0,0,0,149490,23500,5671,100,39,17.57,RENT, 60 months,0
51600,25.3,11,0,0,0,44237,14900,1973,94.7,19,6.39,MORTGAGE, 36 months,0
52000,9.1,7.96,1,0,0,129920,46000,20972,94.1,17,7.89,MORTGAGE, 36 months,0
120000,60,7.3,1,1,0,31486,19400,3383,83,24,16.99,OWN, 36 months,0
54200,83.8,5.99,1,0,0,154400,23200,12114,96,26,19.52,OWN, 60 months,1
60000,98.9,12.7,3,0,0,34315,3500,4051,85,20,15.61,RENT, 36 months,0
87000,64,7.42,1,0,0,204001,8000,11148,96,25,16.99,MORTGAGE, 36 months,0
62000,62.8,21.2,0,1,0,62655,12100,4522,100,25,13.33,RENT, 60 months,1
57600,54.4,17.85,1,1,0,226670,2800,29335,95.2,24,11.53,MORTGAGE, 36 months,0
23000,54.1,2.19,0,0,0,119725,7800,38325,100,4,12.29,MORTGAGE, 36 months,0
111000,96.6,12.35,8,0,0,459807,5700,42988,80,40,13.99,MORTGAGE, 36 months,0
33500,17.4,22,0,0,0,107349,7300,7796,77.3,22,9.99,RENT, 36 months,1
47000,93.4,18.92,1,0,0,45781,8700,3849,100,19,13.33,RENT, 36 months,0
50000,87.8,20.21,6,0,0,108124,13100,3823,85.4,52,6.68,OWN, 36 months,0
64000,29.9,3.09,0,1,0,11400,5800,972,100,10,16.99,RENT, 36 months,0
67000,91.6,15.91,3,0,0,25456,6200,1239,88.5,26,8.18,RENT, 36 months,0
105000,75.2,27.18,0,0,0,501134,26600,29516,100,32,13.33,MORTGAGE, 36 months,1
125000,91.3,15.99,1,0,0,439970,15600,25789,92.3,41,13.33,MORTGAGE, 60 months,0
78000,76.8,3.79,1,0,0,316400,5600,50552,80,21,12.69,MORTGAGE, 36 months,0
65000,76.5,3.12,0,1,0,176402,5500,24222,100,12,6.92,OWN, 36 months,0
82400,94,22.87,1,0,0,373760,15000,20479,96.1,52,17.86,MORTGAGE, 60 months,0
67000,50.9,23.16,1,0,0,307960,13000,29675,92.3,26,13.99,MORTGAGE, 36 months,0
20000,74.5,20.71,0,0,0,26753,8200,1303,100,15,15.61,OWN, 36 months,0
80000,65.3,30.17,0,0,0,454376,60300,33901,96,25,6.92,OWN, 36 months,0
250000,94.7,14.72,0,0,0,932366,19900,51286,100,44,17.86,MORTGAGE, 36 months,1
64000,75.5,17.55,0,0,0,118518,800,8777,94.4,18,12.69,MORTGAGE, 36 months,1
65269,87.4,4.93,1,0,0,148405,6000,4737,98.5,68,12.29,RENT, 36 months,0
308000,87.5,15.4,0,0,0,1910198,76900,126019,100,39,18.84,OWN, 36 months,1
80000,32.2,19.55,3,0,0,555180,32900,28631,84.2,38,18.25,MORTGAGE, 60 months,0
44000,28.2,33.29,0,0,0,101285,43600,6144,93.3,15,11.53,RENT, 60 months,1
48000,48.8,19.72,0,0,0,263012,9800,31947,93.3,16,12.29,MORTGAGE, 36 months,0
42000,28.5,10.96,1,0,0,163700,83700,2992,95.3,43,5.93,MORTGAGE, 36 months,0
70000,37.5,17.64,0,0,0,57331,19300,2529,93.3,15,5.93,OWN, 36 months,0
85000,86.2,22.66,0,1,0,418729,13500,47917,90.5,22,12.29,MORTGAGE, 36 months,0
73500,14.1,14.42,0,0,0,420299,36200,50342,100,15,9.99,OWN, 60 months,0
50000,49.7,14.21,1,1,0,121111,6500,14823,94.1,21,13.33,MORTGAGE, 60 months,0
25000,9,31.69,2,1,0,35291,4150,1397,83,29,13.33,RENT, 36 months,0
220000,38.5,9.64,0,1,0,99262,15600,8178,100,25,18.84,RENT, 60 months,0
27040,99.9,19.71,0,0,0,116529,0,17265,88.9,28,20.49,MORTGAGE, 60 months,0
64465.44,8.6,4.79,1,1,1,206232,7200,17929,94.4,22,6.39,MORTGAGE, 36 months,0
62500,47.8,10.8,0,0,0,34011,12800,1697,95,20,18.25,RENT, 36 months,1
53000,65.7,30.93,0,0,0,138553,22700,8500,100,28,20.49,MORTGAGE, 60 months,1
83000,89.1,39.14,0,0,0,118107,43300,12021,100,17,9.99,RENT, 36 months,1
82515.21,95.3,20.99,0,0,0,62529,24800,7149,100,33,18.84,RENT, 60 months,1
130000,97.7,6.88,0,0,0,253187,5100,29122,74.1,27,9.99,MORTGAGE, 36 months,0
40000,59.5,29.31,2,0,0,233218,14700,15748,81.8,22,19.52,MORTGAGE, 36 months,1
49663,54.9,23.47,2,1,0,153754,11400,16124,93.1,35,19.52,MORTGAGE, 60 months,1
56166,70.2,37.76,0,0,0,263777,14300,18187,95.7,23,19.52,MORTGAGE, 60 months,1
160000,70.5,6.83,2,0,0,28553,17500,7740,100,14,11.53,OWN, 36 months,0
62775,17.1,24.76,0,0,0,90731,34500,4895,100,20,9.17,RENT, 36 months,0
58400,64.4,22.78,1,0,0,82108,14900,4450,97.3,38,12.29,RENT, 60 months,1
65000,50.9,16.84,0,0,0,453181,65600,22624,93.5,32,12.29,MORTGAGE, 36 months,0
80000,83.4,17.22,3,0,0,216067,11400,15794,92.9,30,17.86,MORTGAGE, 36 months,0
36796,55.8,33.59,2,0,0,127322,8900,10365,89.3,28,15.61,MORTGAGE, 36 months,1
42000,60.7,27.97,0,0,0,151934,2700,7781,88,25,23.99,MORTGAGE, 60 months,0
74000,43.6,14.08,0,0,1,444628,30300,28290,96.8,31,8.18,MORTGAGE, 36 months,0
46740,101.9,25.75,0,0,0,38565,6600,7361,100,12,24.99,RENT, 60 months,0
62530,37.6,24.89,0,0,0,62452,18800,2055,89.3,29,17.86,RENT, 36 months,0
107000,35.7,15.61,0,0,0,391648,62900,15347,90,30,10.99,MORTGAGE, 60 months,0
26000,100.6,24.01,0,0,0,171180,13100,33691,97,33,14.65,MORTGAGE, 36 months,0
54000,65.5,36.93,0,0,0,257596,31300,9036,100,43,12.69,MORTGAGE, 60 months,0
45000,0.7,0.77,0,0,0,11850,7800,6,90,10,18.84,OWN, 60 months,1
37000,27.4,22.06,0,1,0,180939,17000,10555,100,39,6.92,MORTGAGE, 36 months,0
38700,20.9,4.93,0,1,0,14700,12700,332,90.5,33,13.33,RENT, 36 months,1
50000,91,9.94,0,1,0,271900,10500,41145,96.6,32,18.84,MORTGAGE, 60 months,0
102318,94.1,29.03,0,0,0,544131,23100,29620,97.1,34,22.99,MORTGAGE, 60 months,0
124587,24,21.69,0,0,0,421086,71000,18465,94.7,24,25.89,MORTGAGE, 60 months,0
54000,82.2,27.64,0,0,0,250264,9200,29504,100,19,20.49,MORTGAGE, 60 months,1
60000,25.7,20.59,1,0,0,307748,40500,15531,76.2,21,7.89,MORTGAGE, 36 months,0
64418,0,35.13,3,0,0,141231,2700,11321,90,32,12.69,MORTGAGE, 60 months,0
23076,58.4,15.93,0,0,0,17946,10500,1113,92.9,14,13.33,RENT, 36 months,0
42000,69.8,24.86,0,0,0,131553,1500,8893,86.4,24,11.53,OWN, 36 months,0
70000,86.4,13.25,0,0,0,50628,10300,4597,91.7,12,9.17,MORTGAGE, 36 months,0
70000,93.9,5.11,0,0,0,7545,2100,785,100,7,18.25,RENT, 36 months,1
172000,94.7,14.58,0,1,0,79810,29700,6084,100,28,21.67,RENT, 60 months,0
70000,83,22.29,0,0,0,302050,6000,25286,100,35,9.17,MORTGAGE, 36 months,1
32000,30.1,21.76,0,0,0,40400,29300,1561,100,11,9.17,RENT, 36 months,0
82000,68.5,12.43,0,1,0,88525,25700,6321,100,18,17.86,MORTGAGE, 60 months,0
42000,56.9,14.91,1,0,0,151640,14300,16907,96,25,9.17,MORTGAGE, 36 months,1
45000,84.8,26.11,1,0,0,70028,5800,6569,94.3,35,13.99,OWN, 36 months,0
28000,96.7,28.76,3,0,0,49190,2000,4093,70,20,16.99,OWN, 36 months,1
58300,62.3,22.04,1,0,0,293925,15000,14064,83.9,31,18.84,MORTGAGE, 60 months,1
52000,38.7,18.42,0,0,0,172179,7500,31087,100,6,12.29,MORTGAGE, 60 months,0
34000,27,14.93,0,1,0,39900,12300,845,100,23,14.65,RENT, 36 months,0
55000,93.7,29.91,0,1,0,264621,19400,17525,86.7,30,9.99,MORTGAGE, 36 months,0
74000,20.3,33,0,0,0,414942,81400,18907,92.3,26,6.68,MORTGAGE, 36 months,0
115000,90.7,26.37,1,0,0,316901,25900,18893,91.2,34,18.84,MORTGAGE, 60 months,0
45000,52.6,11.6,3,0,0,154225,24300,12634,77.8,27,12.69,MORTGAGE, 36 months,0
60000,46,1.82,0,1,0,268262,7500,52369,100,20,11.53,MORTGAGE, 36 months,0
67000,29.3,15.67,0,0,0,199493,21300,11714,96.9,32,9.17,RENT, 36 months,1
25000,24.6,17.95,0,0,0,34170,17300,2631,100,8,7.89,RENT, 36 months,0
92000,80,25.18,0,0,0,382279,18000,25268,88,41,17.57,MORTGAGE, 60 months,0
152000,51.6,6.92,0,1,1,47452,15600,3448,90.9,22,11.53,RENT, 36 months,0
157000,87.2,24.83,1,0,0,457733,19500,34547,89.7,29,13.99,MORTGAGE, 36 months,0
23007,94.5,17.79,0,0,0,8400,5300,1598,100,9,17.57,RENT, 36 months,1
315000,52.9,12.15,0,0,0,227128,107100,4987,97.4,38,12.69,RENT, 36 months,1
18000,75.2,8.33,0,0,0,5100,2600,458,100,5,13.33,RENT, 36 months,0
60000,78.1,6.56,0,0,0,94641,6500,9142,100,13,12.29,MORTGAGE, 60 months,0
94000,0.4,26.66,0,0,0,348606,58600,9228,93.8,66,13.99,MORTGAGE, 36 months,0
33000,93.9,31.82,0,0,0,42074,14000,2068,100,18,18.84,RENT, 60 months,0
31200,97.1,36.15,0,0,0,79146,13000,6166,100,26,13.99,RENT, 36 months,0
77000,46,7.92,1,0,0,574658,6100,81890,93.5,39,16.55,MORTGAGE, 60 months,0
108460,27.7,11.13,0,0,0,318706,39500,31256,100,12,5.93,MORTGAGE, 36 months,0
220000,92.1,17.12,0,0,0,705290,5000,66742,97,33,12.69,MORTGAGE, 36 months,1
34500,87.4,19.03,1,0,0,28317,11400,2097,92.9,14,17.86,RENT, 36 months,0
76500,16.1,14.73,1,0,0,280818,36500,7997,94.2,53,7.89,MORTGAGE, 60 months,0
50000,60.4,19.88,0,0,0,45769,17600,3893,90.5,22,12.29,RENT, 60 months,0
250000,50.1,14.75,0,0,0,722194,19400,50072,92.3,39,12.69,MORTGAGE, 60 months,0
105000,14.8,15.83,1,0,0,392888,92700,12168,97.6,41,9.99,MORTGAGE, 60 months,0
40000,9,30.38,2,0,0,79404,22100,1156,94.6,56,9.99,RENT, 36 months,0
64876,19.1,7.36,0,0,0,93071,28600,5541,100,16,6.39,RENT, 36 months,0
50000,82.3,17.33,1,0,0,36499,900,1479,77.4,31,10.99,OWN, 36 months,0
185000,97.5,13.54,0,0,0,484386,28500,74196,96.9,33,9.17,MORTGAGE, 36 months,0
62000,87.8,14.4,0,0,0,47241,5500,6254,100,11,14.65,RENT, 60 months,1
95498,68.6,15.39,0,0,0,215800,53500,23376,100,9,17.57,MORTGAGE, 60 months,0
43152,20.2,29.32,1,0,0,67280,22500,3330,93.5,33,12.69,RENT, 36 months,0
41000,88.8,12.62,2,0,0,38400,5900,3702,70.6,17,11.53,RENT, 36 months,0
80000,56.7,15.73,0,0,0,57204,18800,2869,93.7,16,17.57,RENT, 60 months,0
46749,69.5,30.47,0,0,0,155900,32400,6238,100,39,21.67,MORTGAGE, 60 months,0
62500,91.4,6.93,0,0,0,58872,13300,10770,100,16,11.53,RENT, 36 months,0
45000,27.5,33.15,0,0,0,119465,45400,4135,100,41,12.69,OWN, 60 months,0
85808,58.8,19.44,0,0,0,235999,15000,9996,94.6,37,7.89,OWN, 60 months,0
36500,28.2,18.35,1,0,0,52985,13000,2051,90,20,17.57,MORTGAGE, 60 months,0
156800,47,23.11,0,0,0,467739,91900,7564,100,73,9.99,MORTGAGE, 36 months,0
65000,73.7,18,1,0,0,87561,18200,3855,93.5,31,21.67,RENT, 60 months,1
85000,23.6,11.14,0,0,0,452365,55000,29759,100,29,6.39,MORTGAGE, 36 months,0
37000,88.8,32.73,1,0,0,36200,14000,4056,100,17,18.25,RENT, 36 months,0
75000,42.9,20.1,0,0,0,170600,18200,9394,96.6,31,13.99,OWN, 36 months,0
112079,98.1,25.3,0,0,0,299582,16700,24326,100,19,25.8,RENT, 60 months,0
50000,71.9,15.65,2,0,0,270900,14000,11291,91.2,36,19.52,MORTGAGE, 36 months,0
42000,19.4,20.71,0,0,0,127244,22200,10097,96.7,30,11.53,RENT, 36 months,0
180000,64.5,5.87,0,0,0,297100,62600,43901,94.1,17,8.18,MORTGAGE, 36 months,0
39457.6,87.5,13.41,0,1,0,27900,3900,4407,100,12,22.99,RENT, 60 months,0
24000,76.7,30.55,0,0,0,27631,2600,3189,100,12,25.8,RENT, 36 months,0
1.00E+05,77,8.16,0,0,0,297096,11000,41034,100,11,25.8,MORTGAGE, 60 months,1
61000,97.7,33.86,0,0,0,70018,56800,5814,100,12,14.65,RENT, 60 months,0
42000,30,8,1,0,0,158459,2000,28962,87.5,8,12.69,MORTGAGE, 36 months,0
120000,86.8,18.54,0,0,0,278616,13600,13781,97.1,34,12.29,MORTGAGE, 36 months,1
30000,37.5,23.08,0,0,0,74120,55100,1505,95.2,21,12.29,MORTGAGE, 36 months,0
50000,74.3,6.99,0,0,0,18400,2600,5709,77.8,9,7.89,RENT, 36 months,0
25000,100.4,23.91,0,0,0,18891,800,1625,100,5,15.61,RENT, 36 months,0
117000,60.1,25.12,0,0,0,348388,27000,30886,100,31,9.17,MORTGAGE, 36 months,0
51000,97.8,6.14,0,0,0,15800,9400,1331,100,8,13.99,RENT, 36 months,1
50000,90.9,2.45,0,0,0,8200,1000,243,100,8,16.99,RENT, 36 months,0
115000,96.5,11.58,0,0,0,99414,19600,6260,95.5,22,16.99,MORTGAGE, 36 months,0
40000,60.1,15.96,1,1,0,21719,3900,1905,90.9,14,11.53,RENT, 36 months,0
74000,98,13.74,2,0,0,50020,20200,8671,87.5,16,9.99,RENT, 36 months,1
78600,85,13.89,0,0,0,237014,6400,15477,100,40,10.99,MORTGAGE, 36 months,0
52500,85.9,21.46,0,0,0,36801,10500,3312,95,20,16.99,RENT, 36 months,1
125000,71.5,7.92,1,0,0,344334,28400,37089,88.9,36,6.68,MORTGAGE, 36 months,0
45000,24.7,18.67,0,0,0,48467,18200,3412,96.9,32,14.65,RENT, 60 months,0
48500,73.7,13.71,3,0,0,8213,2400,689,86.7,16,13.33,RENT, 36 months,0
50000,96.3,8.09,1,0,0,83256,8700,16027,78.6,14,11.53,MORTGAGE, 36 months,1
30000,60.4,18.24,0,0,0,24543,4200,1739,100,11,18.84,RENT, 36 months,1
44000,4.8,13.61,0,0,0,73193,23500,4768,100,19,14.65,RENT, 60 months,0
38000,62.2,16.46,1,0,3,24932,6400,2170,88.2,20,10.99,RENT, 36 months,0
125000,61.5,20.67,0,0,0,341828,14500,36676,100,17,6.39,RENT, 36 months,0
56000,96,24.14,7,0,0,63422,2300,4690,70,21,25.57,RENT, 60 months,1
85000,4.4,2.4,0,0,0,357050,41800,52007,100,19,9.99,MORTGAGE, 60 months,0
49000,32.4,27.97,0,0,0,92338,38400,5122,100,14,17.57,RENT, 60 months,0
72000,80.6,33.17,0,0,0,139894,40300,7529,100,34,17.86,MORTGAGE, 60 months,1
62500,18.7,22.43,0,0,0,188823,135400,1558,100,45,6.92,MORTGAGE, 36 months,0
65000,28.9,10.96,1,0,0,265712,41600,13683,90.2,41,6.92,OWN, 36 months,0
69000,9.5,19.41,0,0,0,249118,31600,14851,100,26,12.69,MORTGAGE, 60 months,0
32000,71.9,32.15,0,0,0,51275,7000,2167,100,21,25.89,MORTGAGE, 60 months,1
64200,61,20.92,0,2,0,157948,2950,14751,61,31,16.99,MORTGAGE, 36 months,0
75000,89.4,25.7,2,0,0,116896,21000,13410,90.3,31,12.29,OWN, 60 months,1
156000,39.5,11.25,0,0,0,516558,47000,19699,94.7,41,7.89,MORTGAGE, 36 months,0
47000,101.6,14.38,2,0,0,433096,7000,20796,73.7,19,16.99,MORTGAGE, 36 months,0
65000,22.2,4.29,5,0,0,412500,11800,57388,81.5,27,11.53,RENT, 60 months,1
44000,54.8,13.78,0,0,0,102078,11500,12421,100,12,17.86,MORTGAGE, 60 months,0
97000,96.3,28.95,0,0,0,275003,7300,17616,97.9,47,14.65,MORTGAGE, 36 months,1
42000,39.1,14.71,0,1,1,36342,7100,2565,100,17,12.69,RENT, 36 months,0
1.00E+05,72,8.29,1,0,0,253945,17700,31673,88.5,28,13.33,MORTGAGE, 36 months,0
32000,65.5,25.92,0,0,0,22400,7300,1052,95.7,23,13.33,RENT, 36 months,0
35000,71.8,23.63,0,0,0,138538,10800,17386,100,17,18.25,MORTGAGE, 60 months,0
85000,96.5,24.93,0,1,0,347571,5000,47818,95.3,50,9.17,MORTGAGE, 36 months,0
70000,42.5,25.92,0,0,0,309922,56500,15685,100,43,6.68,MORTGAGE, 36 months,1
